index,session_id,total_pages,avg_scroll_depth,avg_mouse_movements,avg_time_on_page,user_id,first_timestamp,last_timestamp,session_duration_sec,requests_per_sec,bot_score,classification,actual_label,if_baseline_pred,if_baseline_bot,pages_per_min,scroll_per_sec,if_pred,if_anomaly_score,if_bot,svm_pred,svm_bot,final_bot
542,S000543,11,64.0909090909091,132.1818181818182,99.8181818181818,U0543,2024-01-10 21:06:46.000000,2024-01-10 21:11:46.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.21363636363636365,1,-0.425900240704226,0,1,0,0
543,S000544,12,68.5,118.75,79.0,U0544,2024-01-16 17:09:55.000000,2024-01-16 17:15:25.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20757575757575758,1,-0.39594747737355585,0,1,0,0
544,S000545,13,69.6923076923077,111.46153846153848,106.46153846153848,U0545,2024-01-11 05:12:01.000000,2024-01-11 05:18:01.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.1935897435897436,1,-0.3961087817760244,0,1,0,0
545,S000546,5,65.8,124.4,97.6,U0546,2024-01-17 21:04:50.000000,2024-01-17 21:06:50.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5483333333333333,1,-0.472512202831428,0,1,0,0
546,S000547,5,72.8,151.2,120.0,U0547,2024-01-15 12:03:32.000000,2024-01-15 12:05:32.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6066666666666667,1,-0.5309309644074708,0,1,0,0
547,S000548,8,73.125,92.5,97.25,U0548,2024-01-25 08:08:14.000000,2024-01-25 08:11:44.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3482142857142857,1,-0.42583915000964145,0,1,0,0
548,S000549,14,66.14285714285714,99.0,114.21428571428572,U0549,2024-01-08 18:18:05.000000,2024-01-08 18:24:35.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.16959706959706958,1,-0.41975865390749434,0,1,0,0
549,S000550,7,73.85714285714286,107.57142857142856,90.71428571428572,U0550,2024-01-21 05:04:59.000000,2024-01-21 05:07:59.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.41031746031746036,1,-0.4338139574525842,0,1,0,0
550,S000551,6,58.333333333333336,107.33333333333331,148.0,U0551,2024-01-04 08:06:51.000000,2024-01-04 08:09:21.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.3888888888888889,1,-0.4833727850322214,0,1,0,0
551,S000552,8,60.625,124.75,84.75,U0552,2024-01-16 05:07:20.000000,2024-01-16 05:10:50.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.28869047619047616,1,-0.45643410619333175,0,1,0,0
552,S000553,8,65.0,127.375,94.25,U0553,2024-01-20 16:04:22.000000,2024-01-20 16:07:52.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.30952380952380953,1,-0.42822014652550466,0,1,0,0
553,S000554,15,70.33333333333333,81.93333333333334,109.33333333333331,U0554,2024-01-25 12:14:26.000000,2024-01-25 12:21:26.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16746031746031745,1,-0.46816843766391886,0,1,0,0
554,S000555,9,66.22222222222223,96.22222222222224,80.33333333333333,U0555,2024-01-28 04:08:17.000000,2024-01-28 04:12:17.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.27592592592592596,1,-0.41885765438956596,0,1,0,0
555,S000556,7,69.42857142857143,103.57142857142856,73.71428571428571,U0556,2024-01-27 06:05:39.000000,2024-01-27 06:08:39.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.38571428571428573,1,-0.4258532823389794,0,1,0,0
556,S000557,3,51.66666666666666,75.33333333333333,152.33333333333334,U0557,2024-01-03 04:02:05.000000,2024-01-03 04:03:05.000000,60.0,0.05,0,Human,Human,-1,1,3.0,0.8611111111111109,-1,-0.616143858079172,1,-1,1,1
557,S000558,15,68.93333333333334,86.13333333333334,91.53333333333332,U0558,2024-01-07 11:11:54.000000,2024-01-07 11:18:54.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16412698412698415,1,-0.4613302304405343,0,1,0,0
558,S000559,7,76.14285714285714,88.42857142857143,91.71428571428572,U0559,2024-01-20 09:04:48.000000,2024-01-20 09:07:48.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.423015873015873,1,-0.4560805358143677,0,1,0,0
559,S000560,13,72.46153846153847,121.23076923076924,101.84615384615384,U0560,2024-01-09 21:10:54.000000,2024-01-09 21:16:54.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.2012820512820513,1,-0.4109863101258777,0,1,0,0
560,S000561,3,60.333333333333336,109.33333333333331,99.0,U0561,2024-01-12 01:02:25.000000,2024-01-12 01:03:25.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.0055555555555555,-1,-0.5747466052424475,1,1,0,1
561,S000562,12,71.5,96.08333333333331,62.66666666666666,U0562,2024-01-18 05:08:38.000000,2024-01-18 05:14:08.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.21666666666666667,1,-0.4051834792050711,0,1,0,0
562,S000563,15,74.73333333333333,107.66666666666669,90.53333333333332,U0563,2024-01-25 09:16:56.000000,2024-01-25 09:23:56.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.17793650793650795,1,-0.43525967044078834,0,1,0,0
563,S000564,11,72.72727272727273,100.0,95.1818181818182,U0564,2024-01-15 01:10:34.000000,2024-01-15 01:15:34.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.24242424242424246,1,-0.40337226840707857,0,1,0,0
564,S000565,5,58.2,107.6,65.6,U0565,2024-01-01 01:05:45.000000,2024-01-01 01:07:45.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.48500000000000004,1,-0.5144077730714416,0,1,0,0
565,S000566,15,75.33333333333333,93.26666666666668,82.8,U0566,2024-01-05 00:08:15.000000,2024-01-05 00:15:15.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.17936507936507937,1,-0.4473589205792216,0,1,0,0
566,S000567,9,86.0,125.0,70.66666666666667,U0567,2024-01-13 19:07:30.000000,2024-01-13 19:11:30.000000,240.0,0.0375,0,Human,Human,-1,1,2.25,0.35833333333333334,1,-0.5117101207180715,0,-1,1,0
567,S000568,7,66.14285714285714,111.57142857142856,80.57142857142857,U0568,2024-01-06 13:07:30.000000,2024-01-06 13:10:30.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.36746031746031743,1,-0.4157994009297613,0,1,0,0
568,S000569,3,76.66666666666667,86.66666666666667,94.0,U0569,2024-01-14 02:01:12.000000,2024-01-14 02:02:12.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.277777777777778,-1,-0.5626431583343895,1,1,0,1
569,S000570,9,71.88888888888889,103.55555555555556,122.66666666666669,U0570,2024-01-01 17:07:22.000000,2024-01-01 17:11:22.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.29953703703703705,1,-0.4132747001884677,0,1,0,0
570,S000571,4,82.5,98.0,41.75,U0571,2024-01-15 19:04:02.000000,2024-01-15 19:05:32.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.9166666666666666,1,-0.5505962076865445,0,1,0,0
571,S000572,9,80.11111111111111,89.55555555555556,109.22222222222224,U0572,2024-01-23 12:04:38.000000,2024-01-23 12:08:38.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.3337962962962963,1,-0.473795440060823,0,1,0,0
572,S000573,7,66.71428571428571,89.28571428571429,109.57142857142856,U0573,2024-01-22 15:04:08.000000,2024-01-22 15:07:08.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.3706349206349206,1,-0.4329680762126106,0,1,0,0
573,S000574,11,63.45454545454545,113.0,96.1818181818182,U0574,2024-01-02 04:12:49.000000,2024-01-02 04:17:49.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.21151515151515152,1,-0.4057102571150211,0,1,0,0
574,S000575,11,73.36363636363636,85.54545454545455,84.63636363636364,U0575,2024-01-17 07:08:57.000000,2024-01-17 07:13:57.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.24454545454545454,1,-0.4254769678161895,0,1,0,0
575,S000576,3,65.66666666666667,116.33333333333331,97.0,U0576,2024-01-02 00:00:55.000000,2024-01-02 00:01:55.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.0944444444444446,-1,-0.5607153131456889,1,1,0,1
576,S000577,9,77.66666666666667,100.44444444444444,83.88888888888889,U0577,2024-01-13 09:06:02.000000,2024-01-13 09:10:02.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.3236111111111111,1,-0.4348744733785445,0,1,0,0
577,S000578,8,59.25,117.5,107.25,U0578,2024-01-15 13:07:27.000000,2024-01-15 13:10:57.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.28214285714285714,1,-0.4699058983568788,0,1,0,0
578,S000579,15,69.93333333333334,133.33333333333334,83.8,U0579,2024-01-28 08:14:08.000000,2024-01-28 08:21:08.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16650793650793652,1,-0.4684020170400716,0,1,0,0
579,S000580,13,73.61538461538461,85.3076923076923,106.3846153846154,U0580,2024-01-18 08:15:51.000000,2024-01-18 08:21:51.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.20448717948717948,1,-0.43128784758396727,0,1,0,0
580,S000581,3,89.0,103.0,141.0,U0581,2024-01-08 16:02:00.000000,2024-01-08 16:03:00.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.4833333333333334,-1,-0.6530475144710528,1,-1,1,1
581,S000582,4,61.75,65.75,131.25,U0582,2024-01-21 23:02:56.000000,2024-01-21 23:04:26.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.6861111111111111,-1,-0.5536060818096001,1,-1,1,1
582,S000583,12,78.58333333333333,83.83333333333333,80.33333333333333,U0583,2024-01-09 20:12:14.000000,2024-01-09 20:17:44.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2381313131313131,1,-0.4596238205871069,0,1,0,0
583,S000584,3,66.66666666666667,132.33333333333334,160.33333333333334,U0584,2024-01-24 16:01:03.000000,2024-01-24 16:02:03.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.1111111111111112,-1,-0.5784677362455366,1,1,0,1
584,S000585,5,74.8,118.2,108.8,U0585,2024-01-10 14:04:20.000000,2024-01-10 14:06:20.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6233333333333333,1,-0.4652975266638069,0,1,0,0
585,S000586,5,71.2,96.2,73.2,U0586,2024-01-20 08:04:12.000000,2024-01-20 08:06:12.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5933333333333334,1,-0.4639293717112067,0,1,0,0
586,S000587,3,70.66666666666667,112.33333333333331,110.0,U0587,2024-01-24 06:02:28.000000,2024-01-24 06:03:28.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.1777777777777778,-1,-0.553823977222318,1,1,0,1
587,S000588,12,71.33333333333333,108.0,86.25,U0588,2024-01-02 11:08:20.000000,2024-01-02 11:13:50.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.21616161616161614,1,-0.39502354965438397,0,1,0,0
588,S000589,4,65.25,101.0,73.75,U0589,2024-01-12 12:02:28.000000,2024-01-12 12:03:58.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.725,1,-0.49664550822611164,0,1,0,0
589,S000590,5,81.0,115.4,46.2,U0590,2024-01-12 20:05:25.000000,2024-01-12 20:07:25.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.675,1,-0.5117134917016857,0,1,0,0
590,S000591,10,65.1,94.0,73.7,U0591,2024-01-12 16:11:23.000000,2024-01-12 16:15:53.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.24111111111111108,1,-0.41381365938850145,0,1,0,0
591,S000592,10,68.0,124.8,73.2,U0592,2024-01-23 01:11:22.000000,2024-01-23 01:15:52.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.2518518518518518,1,-0.40243151562636514,0,1,0,0
592,S000593,14,68.35714285714286,128.14285714285714,92.21428571428572,U0593,2024-01-20 22:15:47.000000,2024-01-20 22:22:17.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.1752747252747253,1,-0.41955170666659036,0,1,0,0
593,S000594,3,63.0,91.0,147.66666666666666,U0594,2024-01-28 13:01:59.000000,2024-01-28 13:02:59.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.05,-1,-0.56387887884988,1,1,0,1
594,S000595,10,60.7,84.4,94.4,U0595,2024-01-30 14:09:42.000000,2024-01-30 14:14:12.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.22481481481481483,1,-0.46421945344890414,0,1,0,0
595,S000596,3,63.333333333333336,89.66666666666667,69.33333333333333,U0596,2024-01-29 02:02:56.000000,2024-01-29 02:03:56.000000,60.0,0.05,0,Human,Human,1,0,3.0,1.0555555555555556,-1,-0.562182651344177,1,1,0,1
596,S000597,8,71.625,106.625,70.75,U0597,2024-01-25 10:09:16.000000,2024-01-25 10:12:46.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.3410714285714286,1,-0.41127904291837597,0,1,0,0
597,S000598,13,68.3076923076923,95.6923076923077,96.46153846153848,U0598,2024-01-21 01:11:53.000000,2024-01-21 01:17:53.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.18974358974358974,1,-0.4046884421392316,0,1,0,0
598,S000599,8,73.5,90.25,86.875,U0599,2024-01-23 20:06:28.000000,2024-01-23 20:09:58.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.35,1,-0.42821922953950947,0,1,0,0
599,S000600,11,71.72727272727273,104.9090909090909,107.0,U0600,2024-01-21 08:11:28.000000,2024-01-21 08:16:28.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.2390909090909091,1,-0.3989277665217988,0,1,0,0
600,S000601,15,76.66666666666667,119.06666666666666,100.66666666666669,U0601,2024-01-01 11:12:03.000000,2024-01-01 11:19:03.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.18253968253968256,1,-0.4555847937266162,0,1,0,0
601,S000602,9,78.11111111111111,105.0,83.44444444444444,U0602,2024-01-21 13:08:37.000000,2024-01-21 13:12:37.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.32546296296296295,1,-0.4394394851196934,0,1,0,0
602,S000603,4,67.0,103.0,59.0,U0603,2024-01-21 22:03:50.000000,2024-01-21 22:05:20.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.7444444444444445,1,-0.4951500735011668,0,1,0,0
603,S000604,14,77.57142857142857,114.28571428571428,86.78571428571429,U0604,2024-01-09 19:12:54.000000,2024-01-09 19:19:24.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.1989010989010989,1,-0.4384039842484415,0,1,0,0
604,S000605,15,71.2,113.73333333333332,117.4,U0605,2024-01-11 18:13:14.000000,2024-01-11 18:20:14.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16952380952380952,1,-0.4275516223337354,0,1,0,0
605,S000606,11,71.0,100.8181818181818,78.9090909090909,U0606,2024-01-01 15:10:28.000000,2024-01-01 15:15:28.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.23666666666666666,1,-0.3996954842904366,0,1,0,0
606,S000607,6,83.5,119.0,83.66666666666667,U0607,2024-01-03 12:04:14.000000,2024-01-03 12:06:44.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.5566666666666666,1,-0.5224512004866575,0,1,0,0
607,S000608,5,66.4,115.8,140.0,U0608,2024-01-24 07:02:21.000000,2024-01-24 07:04:21.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5533333333333333,1,-0.4683490101587843,0,1,0,0
608,S000609,12,71.5,130.41666666666666,107.33333333333331,U0609,2024-01-16 21:08:30.000000,2024-01-16 21:14:00.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.21666666666666667,1,-0.4193532187629435,0,1,0,0
609,S000610,12,69.75,95.33333333333331,114.33333333333331,U0610,2024-01-11 17:09:35.000000,2024-01-11 17:15:05.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.21136363636363636,1,-0.4037379727371337,0,1,0,0
610,S000611,12,68.5,97.91666666666669,118.33333333333331,U0611,2024-01-15 01:10:54.000000,2024-01-15 01:16:24.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20757575757575758,1,-0.3996099139526768,0,1,0,0
611,S000612,12,74.41666666666667,93.91666666666669,100.58333333333331,U0612,2024-01-29 04:10:04.000000,2024-01-29 04:15:34.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2255050505050505,1,-0.40905379380530793,0,1,0,0
612,S000613,14,69.35714285714286,111.0,82.71428571428571,U0613,2024-01-01 05:14:48.000000,2024-01-01 05:21:18.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.17783882783882785,1,-0.3990656943054038,0,1,0,0
613,S000614,15,70.06666666666666,113.46666666666668,86.2,U0614,2024-01-01 18:15:23.000000,2024-01-01 18:22:23.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.16682539682539682,1,-0.4331501463086399,0,1,0,0
614,S000615,7,55.0,128.85714285714286,87.14285714285714,U0615,2024-01-27 20:06:42.000000,2024-01-27 20:09:42.000000,180.0,0.0388888888888888,0,Human,Human,-1,1,2.3333333333333335,0.3055555555555556,1,-0.5149214897475275,0,-1,1,0
615,S000616,13,63.76923076923077,95.0,95.46153846153848,U0616,2024-01-21 01:16:20.000000,2024-01-21 01:22:20.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.17713675213675212,1,-0.42476336470625004,0,1,0,0
616,S000617,6,58.16666666666666,88.66666666666667,87.5,U0617,2024-01-17 18:05:31.000000,2024-01-17 18:08:01.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.3877777777777777,1,-0.49801663940542573,0,1,0,0
617,S000618,12,80.41666666666667,85.5,101.16666666666669,U0618,2024-01-01 23:12:39.000000,2024-01-01 23:18:09.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2436868686868687,1,-0.47532929026670073,0,1,0,0
618,S000619,6,67.33333333333333,116.66666666666669,65.83333333333333,U0619,2024-01-23 14:04:59.000000,2024-01-23 14:07:29.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.44888888888888884,1,-0.4325354794942828,0,1,0,0
619,S000620,5,63.2,148.6,33.8,U0620,2024-01-28 07:02:41.000000,2024-01-28 07:04:41.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5266666666666667,1,-0.5294745949892935,0,1,0,0
620,S000621,12,75.66666666666667,118.83333333333331,108.66666666666669,U0621,2024-01-19 18:09:22.000000,2024-01-19 18:14:52.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2292929292929293,1,-0.41002108441009155,0,1,0,0
621,S000622,3,50.333333333333336,70.33333333333333,102.66666666666669,U0622,2024-01-20 23:02:03.000000,2024-01-20 23:03:03.000000,60.0,0.05,0,Human,Human,-1,1,3.0,0.8388888888888889,-1,-0.629640227124343,1,-1,1,1
622,S000623,8,74.75,108.5,96.375,U0623,2024-01-26 17:06:46.000000,2024-01-26 17:10:16.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.35595238095238096,1,-0.41615359331611157,0,1,0,0
623,S000624,5,73.0,111.6,107.0,U0624,2024-01-02 23:03:43.000000,2024-01-02 23:05:43.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6083333333333333,1,-0.45965515937134477,0,1,0,0
624,S000625,15,76.93333333333334,112.13333333333334,76.66666666666667,U0625,2024-01-01 09:12:58.000000,2024-01-01 09:19:58.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.18317460317460318,1,-0.4457302477264162,0,1,0,0
625,S000626,4,65.5,79.25,122.75,U0626,2024-01-13 06:02:31.000000,2024-01-13 06:04:01.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.7277777777777777,1,-0.521417449177286,0,1,0,0
626,S000627,5,69.8,133.4,94.4,U0627,2024-01-19 08:06:41.000000,2024-01-19 08:08:41.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5816666666666667,1,-0.48262472056023753,0,1,0,0
627,S000628,12,67.66666666666667,118.41666666666669,83.16666666666667,U0628,2024-01-10 06:12:21.000000,2024-01-10 06:17:51.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.20505050505050507,1,-0.3969226899560148,0,1,0,0
628,S000629,5,64.2,107.0,127.0,U0629,2024-01-07 23:03:27.000000,2024-01-07 23:05:27.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.535,1,-0.47154909753352825,0,1,0,0
629,S000630,13,65.46153846153847,113.15384615384616,101.23076923076924,U0630,2024-01-15 01:15:59.000000,2024-01-15 01:21:59.000000,360.0,0.0361111111111111,0,Human,Human,1,0,2.1666666666666665,0.18183760683760686,1,-0.407622418961292,0,1,0,0
630,S000631,7,67.85714285714286,88.14285714285714,104.85714285714286,U0631,2024-01-18 08:05:05.000000,2024-01-18 08:08:05.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.37698412698412703,1,-0.4345644358952367,0,1,0,0
631,S000632,7,85.0,84.28571428571429,75.0,U0632,2024-01-08 11:05:34.000000,2024-01-08 11:08:34.000000,180.0,0.0388888888888888,0,Human,Human,-1,1,2.3333333333333335,0.4722222222222222,1,-0.5430391437648122,0,1,0,0
632,S000633,5,77.6,136.4,103.6,U0633,2024-01-03 14:05:04.000000,2024-01-03 14:07:04.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.6466666666666666,1,-0.5074016506954244,0,1,0,0
633,S000634,5,70.6,127.0,82.8,U0634,2024-01-15 08:03:28.000000,2024-01-15 08:05:28.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.5883333333333333,1,-0.4702032283475815,0,1,0,0
634,S000635,3,67.33333333333333,140.0,44.333333333333336,U0635,2024-01-29 21:01:49.000000,2024-01-29 21:02:49.000000,60.0,0.05,0,Human,Human,-1,1,3.0,1.1222222222222222,-1,-0.585203017688206,1,-1,1,1
635,S000636,15,73.2,133.13333333333333,90.66666666666669,U0636,2024-01-26 14:13:38.000000,2024-01-26 14:20:38.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.1742857142857143,1,-0.46520410443265914,0,1,0,0
636,S000637,14,57.85714285714285,138.78571428571428,108.64285714285714,U0637,2024-01-09 05:17:33.000000,2024-01-09 05:24:03.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.14835164835164832,1,-0.5402497791402161,0,-1,1,0
637,S000638,8,61.375,116.75,108.625,U0638,2024-01-14 09:06:43.000000,2024-01-14 09:10:13.000000,210.0,0.0380952380952381,0,Human,Human,1,0,2.2857142857142856,0.2922619047619048,1,-0.4460519266377707,0,1,0,0
638,S000639,12,76.83333333333333,131.16666666666666,86.25,U0639,2024-01-11 03:13:07.000000,2024-01-11 03:18:37.000000,330.0,0.0363636363636363,0,Human,Human,1,0,2.1818181818181817,0.2328282828282828,1,-0.4414698791232324,0,1,0,0
639,S000640,9,68.66666666666667,122.11111111111111,86.0,U0640,2024-01-02 21:07:57.000000,2024-01-02 21:11:57.000000,240.0,0.0375,0,Human,Human,1,0,2.25,0.28611111111111115,1,-0.40896719902555806,0,1,0,0
640,S000641,6,75.16666666666667,122.83333333333331,106.66666666666669,U0641,2024-01-23 22:05:53.000000,2024-01-23 22:08:23.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.5011111111111112,1,-0.4609320221914282,0,1,0,0
641,S000642,10,68.7,125.5,79.5,U0642,2024-01-27 08:09:48.000000,2024-01-27 08:14:18.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.2544444444444445,1,-0.4075071904891626,0,1,0,0
642,S000643,5,80.4,119.2,114.0,U0643,2024-01-02 14:04:34.000000,2024-01-02 14:06:34.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.67,1,-0.5092054858389491,0,1,0,0
643,S000644,10,67.4,100.7,108.1,U0644,2024-01-02 00:09:30.000000,2024-01-02 00:14:00.000000,270.0,0.037037037037037,0,Human,Human,1,0,2.2222222222222223,0.24962962962962965,1,-0.3980761884763278,0,1,0,0
644,S000645,14,74.92857142857143,101.64285714285714,80.35714285714286,U0645,2024-01-09 16:13:21.000000,2024-01-09 16:19:51.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.19212454212454214,1,-0.41461336035271623,0,1,0,0
645,S000646,5,81.0,116.6,65.2,U0646,2024-01-14 23:01:50.000000,2024-01-14 23:03:50.000000,120.0,0.0416666666666666,0,Human,Human,1,0,2.5,0.675,1,-0.5115994052756313,0,1,0,0
646,S000647,6,60.333333333333336,101.0,92.33333333333331,U0647,2024-01-17 08:06:30.000000,2024-01-17 08:09:00.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.40222222222222226,1,-0.4726853146725223,0,1,0,0
647,S000648,4,72.0,85.5,92.25,U0648,2024-01-15 15:03:16.000000,2024-01-15 15:04:46.000000,90.0,0.0444444444444444,0,Human,Human,1,0,2.6666666666666665,0.8,1,-0.5153392618895919,0,1,0,0
648,S000649,7,64.71428571428571,95.42857142857144,77.14285714285714,U0649,2024-01-16 09:05:09.000000,2024-01-16 09:08:09.000000,180.0,0.0388888888888888,0,Human,Human,1,0,2.3333333333333335,0.35952380952380947,1,-0.43422664992522036,0,1,0,0
649,S000650,11,77.0909090909091,111.63636363636364,78.45454545454545,U0650,2024-01-16 22:07:27.000000,2024-01-16 22:12:27.000000,300.0,0.0366666666666666,0,Human,Human,1,0,2.2,0.25696969696969696,1,-0.4208653148044909,0,1,0,0
650,S000651,14,63.85714285714285,69.92857142857143,94.5,U0651,2024-01-08 15:13:35.000000,2024-01-08 15:20:05.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.1637362637362637,1,-0.5101210488411956,0,-1,1,0
651,S000652,14,70.5,126.92857142857144,98.21428571428572,U0652,2024-01-29 07:12:27.000000,2024-01-29 07:18:57.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.18076923076923077,1,-0.41788894781673036,0,1,0,0
652,S000653,6,69.5,87.83333333333333,108.5,U0653,2024-01-21 03:06:23.000000,2024-01-21 03:08:53.000000,150.0,0.04,0,Human,Human,1,0,2.4,0.4633333333333333,1,-0.455260073376528,0,1,0,0
653,S000654,14,66.57142857142857,142.78571428571428,104.14285714285714,U0654,2024-01-25 19:13:32.000000,2024-01-25 19:20:02.000000,390.0,0.0358974358974358,0,Human,Human,1,0,2.1538461538461537,0.1706959706959707,1,-0.46888479001936073,0,1,0,0
654,S000655,15,75.66666666666667,94.66666666666669,111.33333333333331,U0655,2024-01-24 07:12:12.000000,2024-01-24 07:19:12.000000,420.0,0.0357142857142857,0,Human,Human,1,0,2.142857142857143,0.18015873015873016,1,-0.4495819871610857,0,1,0,0
